"","params","delta","n","decision"
"636","delta=0.2, n=15",0.2,15,0
"637","delta=0.2, n=15",0.2,15,0
"638","delta=0.2, n=15",0.2,15,0
"639","delta=0.2, n=15",0.2,15,0
"640","delta=0.2, n=15",0.2,15,0
"641","delta=0.2, n=15",0.2,15,0
"642","delta=0.2, n=15",0.2,15,0
"643","delta=0.2, n=15",0.2,15,0
"644","delta=0.2, n=15",0.2,15,0
"645","delta=0.2, n=15",0.2,15,0
"646","delta=0.2, n=15",0.2,15,0
"647","delta=0.2, n=15",0.2,15,0
"648","delta=0.2, n=15",0.2,15,0
"649","delta=0.2, n=15",0.2,15,0
"650","delta=0.2, n=15",0.2,15,1
"651","delta=0.2, n=15",0.2,15,0
"652","delta=0.2, n=15",0.2,15,0
"653","delta=0.2, n=15",0.2,15,0
"654","delta=0.2, n=15",0.2,15,0
"655","delta=0.2, n=15",0.2,15,0
"656","delta=0.2, n=15",0.2,15,0
"657","delta=0.2, n=15",0.2,15,0
"658","delta=0.2, n=15",0.2,15,1
"659","delta=0.2, n=15",0.2,15,0
"660","delta=0.2, n=15",0.2,15,0
"661","delta=0.2, n=15",0.2,15,0
"662","delta=0.2, n=15",0.2,15,0
"663","delta=0.2, n=15",0.2,15,0
"664","delta=0.2, n=15",0.2,15,0
"665","delta=0.2, n=15",0.2,15,0
"666","delta=0.2, n=15",0.2,15,0
"667","delta=0.2, n=15",0.2,15,0
"668","delta=0.2, n=15",0.2,15,0
"669","delta=0.2, n=15",0.2,15,0
"670","delta=0.2, n=15",0.2,15,0
"671","delta=0.2, n=15",0.2,15,0
"672","delta=0.2, n=15",0.2,15,0
"673","delta=0.2, n=15",0.2,15,0
"674","delta=0.2, n=15",0.2,15,1
"675","delta=0.2, n=15",0.2,15,0
"676","delta=0.2, n=15",0.2,15,0
"677","delta=0.2, n=15",0.2,15,0
"678","delta=0.2, n=15",0.2,15,1
"679","delta=0.2, n=15",0.2,15,0
"680","delta=0.2, n=15",0.2,15,0
"681","delta=0.2, n=15",0.2,15,0
"682","delta=0.2, n=15",0.2,15,0
"683","delta=0.2, n=15",0.2,15,0
"684","delta=0.2, n=15",0.2,15,0
"685","delta=0.2, n=15",0.2,15,0
"686","delta=0.2, n=15",0.2,15,0
"687","delta=0.2, n=15",0.2,15,0
"688","delta=0.2, n=15",0.2,15,0
"689","delta=0.2, n=15",0.2,15,0
"690","delta=0.2, n=15",0.2,15,0
"691","delta=0.2, n=15",0.2,15,0
"692","delta=0.2, n=15",0.2,15,1
"693","delta=0.2, n=15",0.2,15,0
"694","delta=0.2, n=15",0.2,15,0
"695","delta=0.2, n=15",0.2,15,0
"696","delta=0.2, n=15",0.2,15,1
"697","delta=0.2, n=15",0.2,15,1
"698","delta=0.2, n=15",0.2,15,0
"699","delta=0.2, n=15",0.2,15,0
"700","delta=0.2, n=15",0.2,15,0
"701","delta=0.2, n=20",0.2,20,0
"702","delta=0.2, n=20",0.2,20,0
"703","delta=0.2, n=20",0.2,20,0
"704","delta=0.2, n=20",0.2,20,0
"705","delta=0.2, n=20",0.2,20,0
"706","delta=0.2, n=20",0.2,20,0
"707","delta=0.2, n=20",0.2,20,0
"708","delta=0.2, n=20",0.2,20,0
"709","delta=0.2, n=20",0.2,20,0
"710","delta=0.2, n=20",0.2,20,0
"711","delta=0.2, n=20",0.2,20,0
"712","delta=0.2, n=20",0.2,20,0
"713","delta=0.2, n=20",0.2,20,0
"714","delta=0.2, n=20",0.2,20,0
"715","delta=0.2, n=20",0.2,20,0
"716","delta=0.2, n=20",0.2,20,1
"717","delta=0.2, n=20",0.2,20,0
"718","delta=0.2, n=20",0.2,20,0
"719","delta=0.2, n=20",0.2,20,0
"720","delta=0.2, n=20",0.2,20,0
"721","delta=0.2, n=20",0.2,20,1
"722","delta=0.2, n=20",0.2,20,0
"723","delta=0.2, n=20",0.2,20,0
"724","delta=0.2, n=20",0.2,20,0
"725","delta=0.2, n=20",0.2,20,0
"726","delta=0.2, n=20",0.2,20,0
"727","delta=0.2, n=20",0.2,20,0
"728","delta=0.2, n=20",0.2,20,0
"729","delta=0.2, n=20",0.2,20,0
"730","delta=0.2, n=20",0.2,20,0
"731","delta=0.2, n=20",0.2,20,1
"732","delta=0.2, n=20",0.2,20,0
"733","delta=0.2, n=20",0.2,20,0
"734","delta=0.2, n=20",0.2,20,0
"735","delta=0.2, n=20",0.2,20,0
"736","delta=0.2, n=20",0.2,20,1
"737","delta=0.2, n=20",0.2,20,0
"738","delta=0.2, n=20",0.2,20,0
"739","delta=0.2, n=20",0.2,20,0
"740","delta=0.2, n=20",0.2,20,0
"741","delta=0.2, n=20",0.2,20,0
"742","delta=0.2, n=20",0.2,20,0
"743","delta=0.2, n=20",0.2,20,0
"744","delta=0.2, n=20",0.2,20,0
"745","delta=0.2, n=20",0.2,20,0
"746","delta=0.2, n=20",0.2,20,0
"747","delta=0.2, n=20",0.2,20,1
"748","delta=0.2, n=20",0.2,20,0
"749","delta=0.2, n=20",0.2,20,1
"750","delta=0.2, n=20",0.2,20,0
"751","delta=0.2, n=20",0.2,20,0
"752","delta=0.2, n=20",0.2,20,0
"753","delta=0.2, n=20",0.2,20,0
"754","delta=0.2, n=20",0.2,20,1
"755","delta=0.2, n=20",0.2,20,0
"756","delta=0.2, n=20",0.2,20,0
"757","delta=0.2, n=20",0.2,20,0
"758","delta=0.2, n=20",0.2,20,0
"759","delta=0.2, n=20",0.2,20,0
"760","delta=0.2, n=20",0.2,20,0
"761","delta=0.2, n=20",0.2,20,0
"762","delta=0.2, n=20",0.2,20,0
"763","delta=0.2, n=20",0.2,20,0
"764","delta=0.2, n=20",0.2,20,0
"765","delta=0.2, n=20",0.2,20,0
"766","delta=0.2, n=20",0.2,20,0
"767","delta=0.2, n=20",0.2,20,0
"768","delta=0.2, n=20",0.2,20,1
"769","delta=0.2, n=20",0.2,20,0
"770","delta=0.2, n=20",0.2,20,0
"771","delta=0.2, n=20",0.2,20,0
"772","delta=0.2, n=20",0.2,20,0
"773","delta=0.2, n=20",0.2,20,0
"774","delta=0.2, n=20",0.2,20,0
"775","delta=0.2, n=20",0.2,20,0
"776","delta=0.2, n=20",0.2,20,0
"777","delta=0.2, n=20",0.2,20,0
"778","delta=0.2, n=20",0.2,20,0
"779","delta=0.2, n=20",0.2,20,0
"780","delta=0.2, n=20",0.2,20,0
"781","delta=0.2, n=20",0.2,20,0
"782","delta=0.2, n=20",0.2,20,0
"783","delta=0.2, n=20",0.2,20,0
"784","delta=0.2, n=20",0.2,20,0
"785","delta=0.2, n=20",0.2,20,0
"786","delta=0.2, n=20",0.2,20,0
"787","delta=0.2, n=20",0.2,20,0
"788","delta=0.2, n=20",0.2,20,0
"789","delta=0.2, n=20",0.2,20,0
"790","delta=0.2, n=20",0.2,20,0
"791","delta=0.2, n=20",0.2,20,0
"792","delta=0.2, n=20",0.2,20,0
"793","delta=0.2, n=20",0.2,20,0
"794","delta=0.2, n=20",0.2,20,0
"795","delta=0.2, n=20",0.2,20,0
"796","delta=0.2, n=20",0.2,20,1
"797","delta=0.2, n=20",0.2,20,0
"798","delta=0.2, n=20",0.2,20,0
"799","delta=0.2, n=20",0.2,20,1
"800","delta=0.2, n=20",0.2,20,0
"801","delta=0.2, n=25",0.2,25,1
"802","delta=0.2, n=25",0.2,25,0
"803","delta=0.2, n=25",0.2,25,0
"804","delta=0.2, n=25",0.2,25,0
"805","delta=0.2, n=25",0.2,25,1
"806","delta=0.2, n=25",0.2,25,0
"807","delta=0.2, n=25",0.2,25,1
"808","delta=0.2, n=25",0.2,25,0
"809","delta=0.2, n=25",0.2,25,1
"810","delta=0.2, n=25",0.2,25,1
"811","delta=0.2, n=25",0.2,25,0
"812","delta=0.2, n=25",0.2,25,1
"813","delta=0.2, n=25",0.2,25,1
"814","delta=0.2, n=25",0.2,25,0
"815","delta=0.2, n=25",0.2,25,0
"816","delta=0.2, n=25",0.2,25,0
"817","delta=0.2, n=25",0.2,25,0
"818","delta=0.2, n=25",0.2,25,1
"819","delta=0.2, n=25",0.2,25,1
"820","delta=0.2, n=25",0.2,25,0
"821","delta=0.2, n=25",0.2,25,1
"822","delta=0.2, n=25",0.2,25,0
"823","delta=0.2, n=25",0.2,25,0
"824","delta=0.2, n=25",0.2,25,1
"825","delta=0.2, n=25",0.2,25,0
"826","delta=0.2, n=25",0.2,25,0
"827","delta=0.2, n=25",0.2,25,0
"828","delta=0.2, n=25",0.2,25,0
"829","delta=0.2, n=25",0.2,25,0
"830","delta=0.2, n=25",0.2,25,0
"831","delta=0.2, n=25",0.2,25,0
"832","delta=0.2, n=25",0.2,25,1
"833","delta=0.2, n=25",0.2,25,0
"834","delta=0.2, n=25",0.2,25,0
"835","delta=0.2, n=25",0.2,25,0
"836","delta=0.2, n=25",0.2,25,0
"837","delta=0.2, n=25",0.2,25,0
"838","delta=0.2, n=25",0.2,25,1
"839","delta=0.2, n=25",0.2,25,0
"840","delta=0.2, n=25",0.2,25,0
"841","delta=0.2, n=25",0.2,25,1
"842","delta=0.2, n=25",0.2,25,1
"843","delta=0.2, n=25",0.2,25,0
"844","delta=0.2, n=25",0.2,25,0
"845","delta=0.2, n=25",0.2,25,0
"846","delta=0.2, n=25",0.2,25,0
"847","delta=0.2, n=25",0.2,25,0
"848","delta=0.2, n=25",0.2,25,0
"849","delta=0.2, n=25",0.2,25,0
"850","delta=0.2, n=25",0.2,25,0
"851","delta=0.2, n=25",0.2,25,0
"852","delta=0.2, n=25",0.2,25,0
"853","delta=0.2, n=25",0.2,25,0
"854","delta=0.2, n=25",0.2,25,1
"855","delta=0.2, n=25",0.2,25,0
"856","delta=0.2, n=25",0.2,25,0
"857","delta=0.2, n=25",0.2,25,0
"858","delta=0.2, n=25",0.2,25,0
"859","delta=0.2, n=25",0.2,25,1
"860","delta=0.2, n=25",0.2,25,0
"861","delta=0.2, n=25",0.2,25,0
"862","delta=0.2, n=25",0.2,25,0
"863","delta=0.2, n=25",0.2,25,1
"864","delta=0.2, n=25",0.2,25,0
"865","delta=0.2, n=25",0.2,25,1
"866","delta=0.2, n=25",0.2,25,0
"867","delta=0.2, n=25",0.2,25,0
"868","delta=0.2, n=25",0.2,25,1
"869","delta=0.2, n=25",0.2,25,1
"870","delta=0.2, n=25",0.2,25,1
"871","delta=0.2, n=25",0.2,25,0
"872","delta=0.2, n=25",0.2,25,0
"873","delta=0.2, n=25",0.2,25,1
"874","delta=0.2, n=25",0.2,25,0
"875","delta=0.2, n=25",0.2,25,0
"876","delta=0.2, n=25",0.2,25,0
"877","delta=0.2, n=25",0.2,25,0
"878","delta=0.2, n=25",0.2,25,0
"879","delta=0.2, n=25",0.2,25,0
"880","delta=0.2, n=25",0.2,25,0
"881","delta=0.2, n=25",0.2,25,0
"882","delta=0.2, n=25",0.2,25,0
"883","delta=0.2, n=25",0.2,25,0
"884","delta=0.2, n=25",0.2,25,0
"885","delta=0.2, n=25",0.2,25,1
"886","delta=0.2, n=25",0.2,25,0
"887","delta=0.2, n=25",0.2,25,0
"888","delta=0.2, n=25",0.2,25,0
"889","delta=0.2, n=25",0.2,25,0
"890","delta=0.2, n=25",0.2,25,0
"891","delta=0.2, n=25",0.2,25,0
"892","delta=0.2, n=25",0.2,25,0
"893","delta=0.2, n=25",0.2,25,0
"894","delta=0.2, n=25",0.2,25,0
"895","delta=0.2, n=25",0.2,25,0
"896","delta=0.2, n=25",0.2,25,0
"897","delta=0.2, n=25",0.2,25,0
"898","delta=0.2, n=25",0.2,25,0
"899","delta=0.2, n=25",0.2,25,0
"900","delta=0.2, n=25",0.2,25,0
"901","delta=0.2, n=30",0.2,30,1
"902","delta=0.2, n=30",0.2,30,0
"903","delta=0.2, n=30",0.2,30,1
"904","delta=0.2, n=30",0.2,30,0
"905","delta=0.2, n=30",0.2,30,1
"906","delta=0.2, n=30",0.2,30,1
"907","delta=0.2, n=30",0.2,30,0
"908","delta=0.2, n=30",0.2,30,0
"909","delta=0.2, n=30",0.2,30,0
"910","delta=0.2, n=30",0.2,30,0
"911","delta=0.2, n=30",0.2,30,0
"912","delta=0.2, n=30",0.2,30,1
"913","delta=0.2, n=30",0.2,30,1
"914","delta=0.2, n=30",0.2,30,1
"915","delta=0.2, n=30",0.2,30,0
"916","delta=0.2, n=30",0.2,30,0
"917","delta=0.2, n=30",0.2,30,1
"918","delta=0.2, n=30",0.2,30,0
"919","delta=0.2, n=30",0.2,30,0
"920","delta=0.2, n=30",0.2,30,1
"921","delta=0.2, n=30",0.2,30,0
"922","delta=0.2, n=30",0.2,30,0
"923","delta=0.2, n=30",0.2,30,0
"924","delta=0.2, n=30",0.2,30,1
"925","delta=0.2, n=30",0.2,30,0
"926","delta=0.2, n=30",0.2,30,1
"927","delta=0.2, n=30",0.2,30,0
"928","delta=0.2, n=30",0.2,30,1
"929","delta=0.2, n=30",0.2,30,0
"930","delta=0.2, n=30",0.2,30,0
"931","delta=0.2, n=30",0.2,30,1
"932","delta=0.2, n=30",0.2,30,0
"933","delta=0.2, n=30",0.2,30,0
"934","delta=0.2, n=30",0.2,30,0
"935","delta=0.2, n=30",0.2,30,0
"936","delta=0.2, n=30",0.2,30,0
"937","delta=0.2, n=30",0.2,30,0
"938","delta=0.2, n=30",0.2,30,0
"939","delta=0.2, n=30",0.2,30,0
"940","delta=0.2, n=30",0.2,30,0
"941","delta=0.2, n=30",0.2,30,0
"942","delta=0.2, n=30",0.2,30,0
"943","delta=0.2, n=30",0.2,30,0
"944","delta=0.2, n=30",0.2,30,0
"945","delta=0.2, n=30",0.2,30,0
"946","delta=0.2, n=30",0.2,30,0
"947","delta=0.2, n=30",0.2,30,0
"948","delta=0.2, n=30",0.2,30,0
"949","delta=0.2, n=30",0.2,30,0
"950","delta=0.2, n=30",0.2,30,0
"951","delta=0.2, n=30",0.2,30,1
"952","delta=0.2, n=30",0.2,30,1
"953","delta=0.2, n=30",0.2,30,0
"954","delta=0.2, n=30",0.2,30,0
"955","delta=0.2, n=30",0.2,30,0
"956","delta=0.2, n=30",0.2,30,0
"957","delta=0.2, n=30",0.2,30,0
"958","delta=0.2, n=30",0.2,30,0
"959","delta=0.2, n=30",0.2,30,0
"960","delta=0.2, n=30",0.2,30,0
"961","delta=0.2, n=30",0.2,30,1
"962","delta=0.2, n=30",0.2,30,0
"963","delta=0.2, n=30",0.2,30,1
"964","delta=0.2, n=30",0.2,30,0
"965","delta=0.2, n=30",0.2,30,1
"966","delta=0.2, n=30",0.2,30,0
"967","delta=0.2, n=30",0.2,30,0
"968","delta=0.2, n=30",0.2,30,0
"969","delta=0.2, n=30",0.2,30,0
"970","delta=0.2, n=30",0.2,30,0
"971","delta=0.2, n=30",0.2,30,0
"972","delta=0.2, n=30",0.2,30,0
"973","delta=0.2, n=30",0.2,30,1
"974","delta=0.2, n=30",0.2,30,1
"975","delta=0.2, n=30",0.2,30,0
"976","delta=0.2, n=30",0.2,30,0
"977","delta=0.2, n=30",0.2,30,0
"978","delta=0.2, n=30",0.2,30,0
"979","delta=0.2, n=30",0.2,30,1
"980","delta=0.2, n=30",0.2,30,0
"981","delta=0.2, n=30",0.2,30,0
"982","delta=0.2, n=30",0.2,30,0
"983","delta=0.2, n=30",0.2,30,1
"984","delta=0.2, n=30",0.2,30,0
"985","delta=0.2, n=30",0.2,30,0
"986","delta=0.2, n=30",0.2,30,0
"987","delta=0.2, n=30",0.2,30,0
"988","delta=0.2, n=30",0.2,30,0
"989","delta=0.2, n=30",0.2,30,0
"990","delta=0.2, n=30",0.2,30,0
"991","delta=0.2, n=30",0.2,30,0
"992","delta=0.2, n=30",0.2,30,0
"993","delta=0.2, n=30",0.2,30,1
"994","delta=0.2, n=30",0.2,30,0
"995","delta=0.2, n=30",0.2,30,1
"996","delta=0.2, n=30",0.2,30,0
"997","delta=0.2, n=30",0.2,30,0
"998","delta=0.2, n=30",0.2,30,0
"999","delta=0.2, n=30",0.2,30,0
"1000","delta=0.2, n=30",0.2,30,1
"1001","delta=0.3, n=10",0.3,10,0
"1002","delta=0.3, n=10",0.3,10,0
"1003","delta=0.3, n=10",0.3,10,0
"1004","delta=0.3, n=10",0.3,10,0
"1005","delta=0.3, n=10",0.3,10,0
"1006","delta=0.3, n=10",0.3,10,0
"1007","delta=0.3, n=10",0.3,10,0
"1008","delta=0.3, n=10",0.3,10,0
"1009","delta=0.3, n=10",0.3,10,0
"1010","delta=0.3, n=10",0.3,10,0
"1011","delta=0.3, n=10",0.3,10,0
"1012","delta=0.3, n=10",0.3,10,0
"1013","delta=0.3, n=10",0.3,10,0
"1014","delta=0.3, n=10",0.3,10,0
"1015","delta=0.3, n=10",0.3,10,0
"1016","delta=0.3, n=10",0.3,10,0
"1017","delta=0.3, n=10",0.3,10,0
"1018","delta=0.3, n=10",0.3,10,0
"1019","delta=0.3, n=10",0.3,10,0
"1020","delta=0.3, n=10",0.3,10,0
"1021","delta=0.3, n=10",0.3,10,0
"1022","delta=0.3, n=10",0.3,10,0
"1023","delta=0.3, n=10",0.3,10,0
"1024","delta=0.3, n=10",0.3,10,0
"1025","delta=0.3, n=10",0.3,10,0
"1026","delta=0.3, n=10",0.3,10,0
"1027","delta=0.3, n=10",0.3,10,0
"1028","delta=0.3, n=10",0.3,10,0
"1029","delta=0.3, n=10",0.3,10,0
"1030","delta=0.3, n=10",0.3,10,0
"1031","delta=0.3, n=10",0.3,10,0
"1032","delta=0.3, n=10",0.3,10,0
"1033","delta=0.3, n=10",0.3,10,0
"1034","delta=0.3, n=10",0.3,10,0
"1035","delta=0.3, n=10",0.3,10,0
"1036","delta=0.3, n=10",0.3,10,0
"1037","delta=0.3, n=10",0.3,10,0
"1038","delta=0.3, n=10",0.3,10,0
"1039","delta=0.3, n=10",0.3,10,0
"1040","delta=0.3, n=10",0.3,10,0
"1041","delta=0.3, n=10",0.3,10,0
"1042","delta=0.3, n=10",0.3,10,0
"1043","delta=0.3, n=10",0.3,10,0
"1044","delta=0.3, n=10",0.3,10,0
"1045","delta=0.3, n=10",0.3,10,0
"1046","delta=0.3, n=10",0.3,10,0
"1047","delta=0.3, n=10",0.3,10,0
"1048","delta=0.3, n=10",0.3,10,0
"1049","delta=0.3, n=10",0.3,10,0
"1050","delta=0.3, n=10",0.3,10,0
"1051","delta=0.3, n=10",0.3,10,0
"1052","delta=0.3, n=10",0.3,10,0
"1053","delta=0.3, n=10",0.3,10,0
"1054","delta=0.3, n=10",0.3,10,0
"1055","delta=0.3, n=10",0.3,10,0
"1056","delta=0.3, n=10",0.3,10,0
"1057","delta=0.3, n=10",0.3,10,0
"1058","delta=0.3, n=10",0.3,10,0
"1059","delta=0.3, n=10",0.3,10,0
"1060","delta=0.3, n=10",0.3,10,0
"1061","delta=0.3, n=10",0.3,10,0
"1062","delta=0.3, n=10",0.3,10,0
"1063","delta=0.3, n=10",0.3,10,0
"1064","delta=0.3, n=10",0.3,10,0
"1065","delta=0.3, n=10",0.3,10,0
"1066","delta=0.3, n=10",0.3,10,0
"1067","delta=0.3, n=10",0.3,10,0
"1068","delta=0.3, n=10",0.3,10,0
"1069","delta=0.3, n=10",0.3,10,0
"1070","delta=0.3, n=10",0.3,10,0
"1071","delta=0.3, n=10",0.3,10,0
"1072","delta=0.3, n=10",0.3,10,0
"1073","delta=0.3, n=10",0.3,10,0
"1074","delta=0.3, n=10",0.3,10,0
"1075","delta=0.3, n=10",0.3,10,0
"1076","delta=0.3, n=10",0.3,10,0
"1077","delta=0.3, n=10",0.3,10,0
"1078","delta=0.3, n=10",0.3,10,0
"1079","delta=0.3, n=10",0.3,10,0
"1080","delta=0.3, n=10",0.3,10,0
"1081","delta=0.3, n=10",0.3,10,0
"1082","delta=0.3, n=10",0.3,10,0
"1083","delta=0.3, n=10",0.3,10,0
"1084","delta=0.3, n=10",0.3,10,0
"1085","delta=0.3, n=10",0.3,10,0
"1086","delta=0.3, n=10",0.3,10,0
"1087","delta=0.3, n=10",0.3,10,0
"1088","delta=0.3, n=10",0.3,10,0
"1089","delta=0.3, n=10",0.3,10,0
"1090","delta=0.3, n=10",0.3,10,0
"1091","delta=0.3, n=10",0.3,10,0
"1092","delta=0.3, n=10",0.3,10,0
"1093","delta=0.3, n=10",0.3,10,0
"1094","delta=0.3, n=10",0.3,10,0
"1095","delta=0.3, n=10",0.3,10,0
"1096","delta=0.3, n=10",0.3,10,0
"1097","delta=0.3, n=10",0.3,10,0
"1098","delta=0.3, n=10",0.3,10,0
"1099","delta=0.3, n=10",0.3,10,0
"1100","delta=0.3, n=10",0.3,10,0
"1101","delta=0.3, n=15",0.3,15,0
"1102","delta=0.3, n=15",0.3,15,0
"1103","delta=0.3, n=15",0.3,15,0
"1104","delta=0.3, n=15",0.3,15,0
"1105","delta=0.3, n=15",0.3,15,0
"1106","delta=0.3, n=15",0.3,15,0
"1107","delta=0.3, n=15",0.3,15,0
"1108","delta=0.3, n=15",0.3,15,0
"1109","delta=0.3, n=15",0.3,15,0
"1110","delta=0.3, n=15",0.3,15,1
"1111","delta=0.3, n=15",0.3,15,0
"1112","delta=0.3, n=15",0.3,15,0
"1113","delta=0.3, n=15",0.3,15,0
"1114","delta=0.3, n=15",0.3,15,0
"1115","delta=0.3, n=15",0.3,15,0
"1116","delta=0.3, n=15",0.3,15,0
"1117","delta=0.3, n=15",0.3,15,0
"1118","delta=0.3, n=15",0.3,15,0
"1119","delta=0.3, n=15",0.3,15,0
"1120","delta=0.3, n=15",0.3,15,0
"1121","delta=0.3, n=15",0.3,15,0
"1122","delta=0.3, n=15",0.3,15,0
"1123","delta=0.3, n=15",0.3,15,0
"1124","delta=0.3, n=15",0.3,15,0
"1125","delta=0.3, n=15",0.3,15,0
"1126","delta=0.3, n=15",0.3,15,1
"1127","delta=0.3, n=15",0.3,15,0
"1128","delta=0.3, n=15",0.3,15,0
"1129","delta=0.3, n=15",0.3,15,0
"1130","delta=0.3, n=15",0.3,15,0
"1131","delta=0.3, n=15",0.3,15,0
"1132","delta=0.3, n=15",0.3,15,0
"1133","delta=0.3, n=15",0.3,15,0
"1134","delta=0.3, n=15",0.3,15,0
"1135","delta=0.3, n=15",0.3,15,0
"1136","delta=0.3, n=15",0.3,15,0
"1137","delta=0.3, n=15",0.3,15,1
"1138","delta=0.3, n=15",0.3,15,0
"1139","delta=0.3, n=15",0.3,15,0
"1140","delta=0.3, n=15",0.3,15,0
"1141","delta=0.3, n=15",0.3,15,0
"1142","delta=0.3, n=15",0.3,15,0
"1143","delta=0.3, n=15",0.3,15,0
"1144","delta=0.3, n=15",0.3,15,0
"1145","delta=0.3, n=15",0.3,15,0
"1146","delta=0.3, n=15",0.3,15,0
"1147","delta=0.3, n=15",0.3,15,0
"1148","delta=0.3, n=15",0.3,15,0
"1149","delta=0.3, n=15",0.3,15,0
"1150","delta=0.3, n=15",0.3,15,0
"1151","delta=0.3, n=15",0.3,15,0
"1152","delta=0.3, n=15",0.3,15,0
"1153","delta=0.3, n=15",0.3,15,0
"1154","delta=0.3, n=15",0.3,15,0
"1155","delta=0.3, n=15",0.3,15,0
"1156","delta=0.3, n=15",0.3,15,0
"1157","delta=0.3, n=15",0.3,15,1
"1158","delta=0.3, n=15",0.3,15,0
"1159","delta=0.3, n=15",0.3,15,1
"1160","delta=0.3, n=15",0.3,15,0
"1161","delta=0.3, n=15",0.3,15,0
"1162","delta=0.3, n=15",0.3,15,0
"1163","delta=0.3, n=15",0.3,15,0
"1164","delta=0.3, n=15",0.3,15,0
"1165","delta=0.3, n=15",0.3,15,1
"1166","delta=0.3, n=15",0.3,15,0
"1167","delta=0.3, n=15",0.3,15,1
"1168","delta=0.3, n=15",0.3,15,0
"1169","delta=0.3, n=15",0.3,15,0
"1170","delta=0.3, n=15",0.3,15,0
"1171","delta=0.3, n=15",0.3,15,0
"1172","delta=0.3, n=15",0.3,15,0
"1173","delta=0.3, n=15",0.3,15,0
"1174","delta=0.3, n=15",0.3,15,0
"1175","delta=0.3, n=15",0.3,15,0
"1176","delta=0.3, n=15",0.3,15,0
"1177","delta=0.3, n=15",0.3,15,0
"1178","delta=0.3, n=15",0.3,15,0
"1179","delta=0.3, n=15",0.3,15,0
"1180","delta=0.3, n=15",0.3,15,0
"1181","delta=0.3, n=15",0.3,15,0
"1182","delta=0.3, n=15",0.3,15,0
"1183","delta=0.3, n=15",0.3,15,0
"1184","delta=0.3, n=15",0.3,15,0
"1185","delta=0.3, n=15",0.3,15,0
"1186","delta=0.3, n=15",0.3,15,0
"1187","delta=0.3, n=15",0.3,15,0
"1188","delta=0.3, n=15",0.3,15,0
"1189","delta=0.3, n=15",0.3,15,0
"1190","delta=0.3, n=15",0.3,15,0
"1191","delta=0.3, n=15",0.3,15,0
"1192","delta=0.3, n=15",0.3,15,0
"1193","delta=0.3, n=15",0.3,15,0
"1194","delta=0.3, n=15",0.3,15,0
"1195","delta=0.3, n=15",0.3,15,0
"1196","delta=0.3, n=15",0.3,15,0
"1197","delta=0.3, n=15",0.3,15,0
"1198","delta=0.3, n=15",0.3,15,0
"1199","delta=0.3, n=15",0.3,15,0
"1200","delta=0.3, n=15",0.3,15,0
"1201","delta=0.3, n=20",0.3,20,0
"1202","delta=0.3, n=20",0.3,20,0
"1203","delta=0.3, n=20",0.3,20,1
"1204","delta=0.3, n=20",0.3,20,0
"1205","delta=0.3, n=20",0.3,20,0
"1206","delta=0.3, n=20",0.3,20,0
"1207","delta=0.3, n=20",0.3,20,0
"1208","delta=0.3, n=20",0.3,20,0
"1209","delta=0.3, n=20",0.3,20,1
"1210","delta=0.3, n=20",0.3,20,0
"1211","delta=0.3, n=20",0.3,20,1
"1212","delta=0.3, n=20",0.3,20,0
"1213","delta=0.3, n=20",0.3,20,0
"1214","delta=0.3, n=20",0.3,20,0
"1215","delta=0.3, n=20",0.3,20,0
"1216","delta=0.3, n=20",0.3,20,0
"1217","delta=0.3, n=20",0.3,20,0
"1218","delta=0.3, n=20",0.3,20,0
"1219","delta=0.3, n=20",0.3,20,1
"1220","delta=0.3, n=20",0.3,20,0
"1221","delta=0.3, n=20",0.3,20,0
"1222","delta=0.3, n=20",0.3,20,1
"1223","delta=0.3, n=20",0.3,20,0
"1224","delta=0.3, n=20",0.3,20,0
"1225","delta=0.3, n=20",0.3,20,1
"1226","delta=0.3, n=20",0.3,20,0
"1227","delta=0.3, n=20",0.3,20,1
"1228","delta=0.3, n=20",0.3,20,1
"1229","delta=0.3, n=20",0.3,20,1
"1230","delta=0.3, n=20",0.3,20,0
"1231","delta=0.3, n=20",0.3,20,0
"1232","delta=0.3, n=20",0.3,20,0
"1233","delta=0.3, n=20",0.3,20,1
"1234","delta=0.3, n=20",0.3,20,0
"1235","delta=0.3, n=20",0.3,20,0
"1236","delta=0.3, n=20",0.3,20,0
"1237","delta=0.3, n=20",0.3,20,0
"1238","delta=0.3, n=20",0.3,20,0
"1239","delta=0.3, n=20",0.3,20,0
"1240","delta=0.3, n=20",0.3,20,0
"1241","delta=0.3, n=20",0.3,20,0
"1242","delta=0.3, n=20",0.3,20,0
"1243","delta=0.3, n=20",0.3,20,0
"1244","delta=0.3, n=20",0.3,20,0
"1245","delta=0.3, n=20",0.3,20,1
"1246","delta=0.3, n=20",0.3,20,0
"1247","delta=0.3, n=20",0.3,20,1
"1248","delta=0.3, n=20",0.3,20,1
"1249","delta=0.3, n=20",0.3,20,0
"1250","delta=0.3, n=20",0.3,20,1
"1251","delta=0.3, n=20",0.3,20,0
"1252","delta=0.3, n=20",0.3,20,0
"1253","delta=0.3, n=20",0.3,20,0
"1254","delta=0.3, n=20",0.3,20,0
"1255","delta=0.3, n=20",0.3,20,0
"1256","delta=0.3, n=20",0.3,20,1
"1257","delta=0.3, n=20",0.3,20,0
"1258","delta=0.3, n=20",0.3,20,0
